_id,ONDERWIJSBESTUURID,ONDERWIJSAANBIEDERID,ONDERWIJSAANBIEDERGROEPID,ONDERWIJSBEGELEIDINGSAANBIEDERID,BEGINDATUM,EINDDATUM,CONTEXT,SUBCONTEXT_NUMMER,SUBCONTEXT,CONTACTNAAM,EMAILADRES,FAXNUMMER,TELEFOONNUMMER,WEBADRES,BEZOEKNL_STRAATNAAM,BEZOEKNL_HUISNUMMER,BEZOEKNL_HUISNUMMERTOEVOEGING,BEZOEKNL_POSTCODE,BEZOEKNL_PLAATSNAAM,POSTNL_STRAATNAAM,POSTNL_HUISNUMMER,POSTNL_HUISNUMMERTOEVOEGING,POSTNL_POSTCODE,POSTNL_PLAATSNAAM,BEZOEKBTL_ADRESREGEL_EEN,BEZOEKBTL_ADRESREGEL_TWEE,BEZOEKBTL_ADRESREGEL_DRIE,BEZOEKBTL_LANDNAAM,POSTBTL_ADRESREGEL_EEN,POSTBTL_ADRESREGEL_TWEE,POSTBTL_ADRESREGEL_DRIE,POSTBTL_LANDNAAM
3303,,103A519,,,2021-09-24T00:00:00,,ALGEMEEN,0,,,directie.emma@onderwijsprimair.nl,,0182-383105,https://www.obskoningin-emma.nl,Jan Kortlandstraat,9,,2871DA,Schoonhoven,,,,,,,,,,,,,
3304,,103A520,,,2021-09-17T00:00:00,,ALGEMEEN,0,,,directie.schakels@onderwijsprimair.nl,,0348-563112,https://www.obsschakels.nl,Kluwen,3,,3421KW,Oudewater,Kluwen,3,,3421KW,Oudewater,,,,,,,,
3305,,103A521,,,2021-09-13T00:00:00,,ALGEMEEN,0,,,directie.kranepoort@onderwijsprimair.nl,,0182372855,https://www.obsdekranepoortgouderak.nl/,J. Huurmanlaan,8,,2831XT,Gouderak,J. Huurmanlaan,8,,2831XT,Gouderak,,,,,,,,
3306,,103A522,,,2021-09-17T00:00:00,,ALGEMEEN,0,,,directie.dekrommedraai@onderwijsprimair.nl,,0182-352607,https://www.obsdekrommedraai.nl,Den Hoeff,49,,2865XR,Ammerstol,,,,,,,,,,,,,
3307,,103A523,,,2021-09-24T00:00:00,,ALGEMEEN,0,,,directie.flora@onderwijsprimair.nl,,0180-521928,https://www.obsflora.nl,Baken,19,,2931RP,Krimpen aan de Lek,,,,,,,,,,,,,
3308,,103A524,,,2025-11-11T00:00:00,,ALGEMEEN,0,,,info.hetanker@dehoekscheschool.nl,,0186-602255,https://obs-hetanker.nl,Heyne van Althenastraat,2,,3274CD,Heinenoord,Heyne van Althenastraat,2,,3274CD,Heinenoord,,,,,,,,
3309,,103A525,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,,,0186-579220,,Klaverbladstraat,1,,3286VR,Klaaswaal,Klaverbladstraat,1,,3286VR,Klaaswaal,,,,,,,,
3310,,103A526,,,2023-01-10T00:00:00,,ALGEMEEN,0,,Directie,directie@ikcdestek.nl,,0345-569481,https://www.ikcdestek.nl,Dorpsstraat,3,,4185NA,Est,,,,,,,,,,,,,
3311,,103A527,,,2021-07-07T00:00:00,,ALGEMEEN,0,,Directie,directie@schoolvarik.nl,,0344-651466,https://www.schoolvarik.nl,Walgtsestraat,26,,4064CL,Varik,,,,,,,,,,,,,
3312,,103A528,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,,,0186-603130,,van Galenstraat,9,,3274LV,Heinenoord,van Galenstraat,9,,3274LV,Heinenoord,,,,,,,,
3313,,103A529,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,,,0186-602760,,Beatrixplein,5,,3271BA,Mijnsheerenland,Beatrixplein,5,,3271BA,Mijnsheerenland,,,,,,,,
3314,,103A530,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,,,078-6763807,,Singel,3,,3297BS,Puttershoek,Singel,3,,3297BS,Puttershoek,,,,,,,,
3315,,103A531,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,,,0186-681363,,Buttervliet,2,,3281LK,Numansdorp,Buttervliet,2,,3281LK,Numansdorp,,,,,,,,
3316,,103A532,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,,,0186-661404,,Johan Berkstraat,31,,3284XD,Zuid-Beijerland,Johan Berkstraat,31,,3284XD,Zuid-Beijerland,,,,,,,,
3317,,103A533,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,,,0186-691400,,Nicolaas van Puttenstraat,20,,3267AN,Goudswaard,Nicolaas van Puttenstraat,20,,3267AN,Goudswaard,,,,,,,,
3318,,103A534,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,deklister@ckcdrenthe.nl,,0599-613864,https://www.ckcdeklister.nl,Noorderdiep,123,,9521BC,Nieuw-Buinen,,,,,,,,,,,,,
3319,,103A535,,,2025-10-30T00:00:00,,ALGEMEEN,0,,,info.deklinker@dehoekscheschool.nl,,0186-626477,http://www.ikc-deklinker.nl,Polderlaan,9,,3261ZA,Oud-Beijerland,Polderlaan,9,,3261ZA,Oud-Beijerland,,,,,,,,
3320,,103A536,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,,,0186-691661,,Koningin Wilhelminastraat,5,,3265BH,Piershil,Koningin Wilhelminastraat,5,,3265BH,Piershil,,,,,,,,
3321,,103A537,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,,,078-6742344,,,,,,,Diepenhorstweg,1,a,3291GJ,Strijen,,,,,,,,
3322,,103A538,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,,,0186-692208,,Achterstraat,5,,3264AB,Nieuw-Beijerland,Achterstraat,5,,3264AB,Nieuw-Beijerland,,,,,,,,
3323,,103A539,,,2024-11-08T00:00:00,,ALGEMEEN,0,,,directiekiezelenkei@onderwijsprimair.nl,,0182-351480,https://www.obskiezelenkei.nl,Dijklaan,55,,2861DW,Bergambacht,,,,,,,,,,,,,
3324,,103A540,,,2021-09-17T00:00:00,,ALGEMEEN,0,,,directie.schateiland@onderwijsprimair.nl,,0180-662616,https://hetschateiland-lekkerkerk.nl,Jan Ligthartstraat,96,,2941SE,Lekkerkerk,,,,,,,,,,,,,
3325,,103A541,,,2021-09-24T00:00:00,,ALGEMEEN,0,,,directie.wilhelmina@onderwijsprimair.nl,,0180-661763,https://www.kwschoollekkerkerk.nl,Koninginneweg,5,,2941XH,Lekkerkerk,,,,,,,,,,,,,
3326,,103A542,,,2021-09-17T00:00:00,,ALGEMEEN,0,,,directie.irene@onderwijsprimair.nl,,0180-516956,https://www.obsprinsesirenekrimpenaandelek.nl,Klaverstraat,1,,2931TL,Krimpen aan de Lek,,,,,,,,,,,,,
3327,,103A543,,,2021-09-17T00:00:00,,ALGEMEEN,0,,,directie.vlieger@onderwijsprimair.nl,,0182-380978,https://www.obsdevliegerschoonhoven.nl,Voltastraat,2,,2871ZN,Schoonhoven,,,,,,,,,,,,,
3328,,103A544,,,2025-10-16T00:00:00,,ALGEMEEN,0,,,directie.hobbitstee@onderwijsprimair.nl,,0348-472620,https://www.obs-dehobbitstee.nl,Parklaan,4,,3417VA,Montfoort,,,,,,,,,,,,,
3329,,103A545,,,2025-10-03T00:00:00,,ALGEMEEN,0,,Directeur,info.depijler@dehoekscheschool.nl,,078-6761445,https://basisschooldepijler.nl,Fazant,1,,3299BS,Maasdam,Fazant,1,,3299BS,Maasdam,,,,,,,,
3330,,103A546,,,2021-09-17T00:00:00,,ALGEMEEN,0,,,directie.polsstok@onderwijsprimair.nl,,0182-362540,https://www.obsdepolsstokberkenwoude.nl,Prins Bernhardstraat,40,,2825BE,Berkenwoude,,,,,,,,,,,,,
3331,,103A547,,,2025-11-11T00:00:00,,ALGEMEEN,0,,,info.hetpalet@dehoekscheschool.nl,,0186-615403,,Graaf van Egmondstraat,79,,3261AK,Oud-Beijerland,Graaf van Egmondstraat,79,,3261AK,Oud-Beijerland,,,,,,,,
3332,,103A548,,,2021-09-24T00:00:00,,ALGEMEEN,0,,,directie.claus@onderwjisprimair.nl,,0348-415652,https://www.obs-prinsclaus.nl,Laan van Rapijnen,26,,3461GH,Linschoten,,,,,,,,,,,,,
3333,,103A549,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,,,078-6731813,,Vlasstraat,3,,3295TM,'s-Gravendeel,Vlasstraat,3,,3295TM,'s-Gravendeel,,,,,,,,
3334,,103A550,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,,,0186-652355,,Roerdompsingel,6,,3281JH,Numansdorp,Roerdompsingel,6,,3281JH,Numansdorp,,,,,,,,
3335,,103A551,,,2021-09-24T00:00:00,,ALGEMEEN,0,,,directie.schakels@onderwijsprimair.nl,,0182-502130,https://www.obsgoejanverwelle.nl,Kolonel Stamfordstraat,2,,3467PT,Hekendorp,,,,,,,,,,,,,
3336,,103A552,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,,,078-6731249,,Kreekstraat,1,,3293AB,Mookhoek,Kreekstraat,1,,3293AB,Mookhoek,,,,,,,,
3337,,103A553,,,2025-11-10T00:00:00,,ALGEMEEN,0,,directeur,directie.schakel@onderwijsprimair.nl,,0180-681994,https://www.deschakelouderkerk.nl,Kerkweg,82,,2935AK,Ouderkerk aan den IJssel,,,,,,,,,,,,,
3338,,103A554,,,2025-10-28T00:00:00,,ALGEMEEN,0,,,l.vandesteeg@dehoekscheschool.nl,,0186-618314,https://tandem-oudbeijerland.nl,Weegpad,13,,3262CL,Oud-Beijerland,Weegpad,13,,3262CL,Oud-Beijerland,,,,,,,,
3339,,103A555,,,2026-02-11T00:00:00,,ALGEMEEN,0,,Directeur,k.cevaal@dehoekscheschool.nl,,0186-571236,,van Koetsveldlaan,19,,3273AL,Westmaas,van Koetsveldlaan,19,,3273AL,Westmaas,,,,,,,,
3340,,103A556,,,2025-10-30T00:00:00,,ALGEMEEN,0,,,centrum.dewereld@dehoekscheschool.nl,,0186-614705,https://ikcdewereld.nl,W. van Vlietstraat,2,,3262GM,Oud-Beijerland,W. van Vlietstraat,2,,3262GM,Oud-Beijerland,,,,,,,,
3341,,103A557,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,school59@ckcdrenthe.nl,,0599-212321,https://www.ckcschool59.nl,Zuiderdiep,159,,9521AD,Nieuw-Buinen,,,,,,,,,,,,,
3342,,103A558,,,2025-10-30T00:00:00,,ALGEMEEN,0,,,noord.dewereld@dehoekscheschool.nl,,0186-616731,https://ikcdewereld.nl,Strienemonde,17,,3261VC,Oud-Beijerland,Strienemonde,17,,3261VC,Oud-Beijerland,,,,,,,,
3343,,103A559,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,duyvencamp@vivente.nu,,0384531031,http://www.deduyvencamp.nl/,Eikenlaan,23,,8024CA,Zwolle,Eikenlaan,23,,8024CA,Zwolle,,,,,,,,
3344,,103A560,,,2025-11-05T00:00:00,,ALGEMEEN,1,Op deze school hebben 2 personen (IB'ers) de rol van contactpersoon Schoolalert.,Schoolalert,sharon.boerma@vivente.nu,,0384212419,,Ruiterlaan,14,,8019BR,Zwolle,,,,,,,,,,,,,
3345,,103A561,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,ichthus@vivente.nu,,0384602056,http://www.cbs-de-ichthus.nl/,Zwarteweg,74,,8017AZ,Zwolle,Zwarteweg,74,,8017AZ,Zwolle,,,,,,,,
3346,,103A562,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,directie.de.zuidster@vivente.nu,,0384602041,http://www.cbsdezuidster.nl/,Munterkamp,71,,8014DM,Zwolle,Munterkamp,71,,8014DM,Zwolle,,,,,,,,
3347,,103A564,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,directie.het.mozaiek@vivente.nu,,0384219583,http://www.het-mozaiek.nl/,Hortensiastraat,31,,8013AA,Zwolle,Hortensiastraat,31,,8013AA,Zwolle,,,,,,,,
3348,,103A565,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info.carillon@vivente.nu,,0384214718,http://www.het-carillon.nl/,Bachlaan,2,,8031HL,Zwolle,Bachlaan,2,,8031HL,Zwolle,,,,,,,,
3349,,103A566,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,emma.daltonschool@vivente.nu,,0384533767,http://www.emmadaltonschool.nl/,Jacob Catsstraat,1,,8023AE,Zwolle,Jacob Catsstraat,1,,8023AE,Zwolle,,,,,,,,
3350,,103A568,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,morgenster@vivente.nu,,0384214108,http://www.demorgensterzwolle.nl/,Korianderplein,4,,8042HM,Zwolle,Korianderplein,4,,8042HM,Zwolle,,,,,,,,
3351,,103A569,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,stroomdal@vivente.nu,,0384533619,http://www.het-stroomdal.nl/,Botlek,56,,8032CG,Zwolle,Botlek,56,,8032CG,Zwolle,,,,,,,,
3352,,103A570,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,directie.de.aquarel@vivente.nu,,0384537622,http://www.cbs-de-aquarel.nl/,Waallaan,6,,8032GZ,Zwolle,Waallaan,6,,8032GZ,Zwolle,,,,,,,,
3353,,103A571,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,talentum@vivente.nu,,0384601665,http://www.talentum.nu/,IJsselcentraleweg,65,,8014BK,Zwolle,IJsselcentraleweg,65,,8014BK,Zwolle,,,,,,,,
3354,,103A572,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,directie.7sprong@vivente.nu,,0384201840,http://www.7sprong.nl/,Mannagras,30,,8043KD,Zwolle,Mannagras,30,,8043KD,Zwolle,,,,,,,,
3355,,103A573,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,wendakker@vivente.nu,,0384202228,http://www.dewendakker.nl/,Vuurtorenstraat,2,,8043VW,Zwolle,Vuurtorenstraat,2,,8043VW,Zwolle,,,,,,,,
3356,,103A574,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info@depaperclip.nu,,0384200581,http://www.depaperclip.nu/,Oude Wetering,82,,8044PA,Zwolle,Oude Wetering,82,,8044PA,Zwolle,,,,,,,,
3357,,103A575,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,wendakker@vivente.nu,,0384200129,http://www.dewendakker.nl/,Dijkgraafhof,2,,8043EB,Zwolle,Dijkgraafhof,2,,8043EB,Zwolle,,,,,,,,
3358,,103A576,,,2021-07-07T00:00:00,,ALGEMEEN,0,,Directie,info@pwaophemert.nl,,0344-651463,https://www.pwaophemert.nl,Blankenburgsestraat,1,,4061AR,Ophemert,,,,,,,,,,,,,
3359,,103A577,,,2021-07-07T00:00:00,,ALGEMEEN,0,,Directie,directie@obsderietschoof.nl,,0418-651512,https://www.obsderietschoof.nl,Zandstraat,14,,4184EE,Opijnen,,,,,,,,,,,,,
3360,,103A578,,,2021-07-07T00:00:00,,ALGEMEEN,0,Directie,De Bellefleur Dodewaard,directie@de-bellefleur.nl,,0488-411260,https://www.de-bellefleur.nl,Marijkelaan,1,,6669AK,Dodewaard,,,,,,,,,,,,,
3361,,103A579,,,2021-07-07T00:00:00,,ALGEMEEN,0,Directie,Locatie Opheusden,directie@paletopheusden.nl,,0488-441451,https://www.paletopheusden.nl,Patrijsstraat,2,,4043MR,Opheusden,,,,,,,,,,,,,
3362,,103A580,,,2021-07-07T00:00:00,,ALGEMEEN,0,,Directie,directie@dnbogerd.nl,,0344-580014,https://www.dnbogerd.nl,Glorie van Holland,30,,4191DN,Geldermalsen,Glorie van Holland,30,,4191DN,Geldermalsen,,,,,,,,
3363,,103A581,,,2025-11-18T00:00:00,,ALGEMEEN,0,,Directie,info@janharmenshof.nl,,0345-580291,https://www.janharmenshof.nl,Koningsweg,1,d,4191HA,Geldermalsen,,,,,,,,,,,,,
3364,,103A582,,,2025-10-02T00:00:00,,ALGEMEEN,0,Vestiging wijk Kalenberg,Locatie openbare Daltonschool Meester Aafjes,m.vannoordtwieringa@odsmeesteraafjes.nl,,0345-581158,https://www.odsmeesteraafjes.nl,J.H. L.-van Herwaardenstraat,2,,4194RR,Meteren,,,,,,,,,,,,,
3365,,103A583,,,2021-07-07T00:00:00,,ALGEMEEN,0,,Directie,info@lokhorstschool.nl,,0345-651448,https://www.lokhorstschool.nl,Ringelesteinstraat,2,,4158CP,Deil,,,,,,,,,,,,,
3366,,103A584,,,2021-08-01T00:00:00,,ALGEMEEN,0,,Directie,directie@springplankrumpt.nl,,0345-682110,http://www.springplankrumpt.nl,Achterweg,9,,4156AA,Rumpt,,,,,,,,,,,,,
3367,,103A585,,,2021-07-07T00:00:00,,ALGEMEEN,0,,Directie,directie@debloeiendebetuwe.nl,,0345-681872,https://www.debloeiendebetuwe.nl,Rhenoyseweg,34,,4152EL,Rhenoy,,,,,,,,,,,,,
3368,,103A586,,,2025-11-18T00:00:00,,ALGEMEEN,0,,Directie,directie@ikcbinnenstebuiten.nl,,0345-581074,https://www.ikcbinnenstebuiten.nl,Dr. van der Willigenstraat,10,,4196JM,Tricht,,,,,,,,,,,,,
3369,,103A587,,,2021-08-01T00:00:00,,ALGEMEEN,4,,Directeur-bestuurder,koorschool@koorschoolutrecht.nl,,030-2340910,https://www.koorschoolutrecht.nl,Plompetorengracht,5,,3512CA,Utrecht,Plompetorengracht,5,,3512CA,Utrecht,,,,,,,,
3370,,103A588,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,dir.windroos@konot.nl,,0541-532418,https://www.sbodewindroos.nl,Lariksstraat,11,,7572DE,Oldenzaal,Lariksstraat,11,,7572DE,Oldenzaal,,,,,,,,
3371,,103A589,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,dir.willibrord@konot.nl,,0541-351896,https://www.wiboschool.nl,Johanninksweg,4,,7591NX,Denekamp,Johanninksweg,4,,7591NX,Denekamp,,,,,,,,
3372,,103A590,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,dir.alexander@konot.nl,,0541-351769,http://www.de-alexander.nl,Ootmarsumsestraat,21,,7591EN,Denekamp,Ootmarsumsestraat,21,,7591EN,Denekamp,,,,,,,,
3373,,103A591,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,dir.veldkamp@konot.nl,,0541-351935,https://www.develdkampdk.nl,Churchillstraat,2,,7591CX,Denekamp,Churchillstraat,2,,7591CX,Denekamp,,,,,,,,
3374,,103A592,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,dir.atol@konot.nl,,0541-229393,http://www.kampke.nl,Ottershagenweg,45,,7635LT,Lattrop-Breklenkamp,Ottershagenweg,45,,7635LT,Lattrop-Breklenkamp,,,,,,,,
3375,,103A593,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,dir.atol@konot.nl,,0541-221200,http://www.esch-tilligte.nl,Schoolstraat,18,,7634PS,Tilligte,Schoolstraat,18,,7634PS,Tilligte,,,,,,,,
3376,,103A594,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,dir.zevenster@konot.nl,,0541-351716,https://www.zevensterdk.nl,Meester Muldersstraat,45,,7591VA,Denekamp,Meester Muldersstraat,45,,7591VA,Denekamp,,,,,,,,
3377,,103A595,,,2025-11-11T00:00:00,,ALGEMEEN,0,,,dir.mariaschool@konot.nl,,0541-351948,https://www.mariabeuningen.nl,Beuningerstraat,63,,7588RG,Beuningen,Beuningerstraat,63,,7588RG,Beuningen,,,,,,,,
3378,,103A596,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,dir.aloysius@konot.nl,,0541-661445,https://www.alows.nl,Sint Remigiusstraat,5,,7595AM,Weerselo,Sint Remigiusstraat,5,,7595AM,Weerselo,,,,,,,,
3379,,103A597,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,dir.kerkewei@konot.nl,,0541-625234,https://www.kerkewei.nl,Kerkewei,2,,7596KN,Rossum,Kerkewei,2,,7596KN,Rossum,,,,,,,,
3380,,103A598,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,dir.dematen@konot.nl,,0541-532607,https://www.dematenoldenzaal.nl,Guido Gezellestraat,35,,7576AG,Oldenzaal,Guido Gezellestraat,35,,7576AG,Oldenzaal,,,,,,,,
3381,,103A599,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,dir.drieeenheid@konot.nl,,0541-512279,https://www.drie1.nl,Meijbreestraat,11,,7573EP,Oldenzaal,Meijbreestraat,11,,7573EP,Oldenzaal,,,,,,,,
3382,,103A600,,,2024-11-05T00:00:00,,ALGEMEEN,0,,,dir.franciscus@konot.nl,,0541-533561,https://www.franciscusschool.nl,Potskampstraat,2,,7573CC,Oldenzaal,Potskampstraat,2,,7573CC,Oldenzaal,,,,,,,,
3383,,103A601,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,dir.de-esch@konot.nl,,0541-513460,https://www.bs-de-esch.nl,Oosterikweg,1,,7577PL,Oldenzaal,Oosterikweg,1,,7577PL,Oldenzaal,,,,,,,,
3384,,103A602,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info.bongerd@konot.nl,,0541-580580,https://www.daltondebongerd.nl,Wieldraaierlaan,120,,7577NR,Oldenzaal,Wieldraaierlaan,120,,7577NR,Oldenzaal,,,,,,,,
3385,,103A603,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,dir.leemstee@konot.nl,,0541-532725,https://www.leemstee.nl,Helmichstraat,44,,7574TX,Oldenzaal,Helmichstraat,44,,7574TX,Oldenzaal,,,,,,,,
3386,,103A604,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,dir.wendakker@konot.nl,,0541-517584,https://www.wendakker.nl,Zandhorstlaan,95,,7576VR,Oldenzaal,Zandhorstlaan,95,,7576VR,Oldenzaal,,,,,,,,
3387,,103A605,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,dir.atol@konot.nl,,0541-291912,https://www.baoken.nl,Heggelkampsweg,4,,7636RB,Agelo,Heggelkampsweg,4,,7636RB,Agelo,,,,,,,,
3388,,103A606,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,dir.atol@konot.nl,,0541-291619,https://www.bs-demeander.nl,Profietstraat,8,,7631GR,Ootmarsum,Profietstraat,8,,7631GR,Ootmarsum,,,,,,,,
3389,,103A607,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,dir.willibrordus@konot.nl,,074-2780314,https://www.willibrordusdn.nl,Kerkweg,1,,7561PT,Deurningen,Kerkweg,1,,7561PT,Deurningen,,,,,,,,
3390,,103A608,,,2025-11-11T00:00:00,,ALGEMEEN,0,,,dir.plechelmus@konot.nl,,0541-551507,https://www.plechelmus-delutte.nl,Plechelmusstraat,9,,7587AL,de Lutte,Plechelmusstraat,9,,7587AL,de Lutte,,,,,,,,
3391,,103A609,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,dir.bernardus@konot.nl,,074-3494327,https://www.bernardussv.nl,Hoflaan,6,,7597LS,Saasveld,Hoflaan,6,,7597LS,Saasveld,,,,,,,,
3392,,103A613,,,2025-12-04T00:00:00,,ALGEMEEN,1,,,,,,,Ploegerf,1,,2731HJ,Benthuizen,Ploegerf,1,,2731HJ,Benthuizen,,,,,,,,
3393,,103A614,,,2021-08-01T00:00:00,,ALGEMEEN,0,,CBS De Fontein,info@cbsdefonteinlutten.nl,,0523-682508,https://www.cbsdefonteinlutten.nl,Gouden Regenstraat,21,,7775AX,Lutten,Gouden Regenstraat,21,,7775AX,Lutten,,,,,,,,
3394,,103A615,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info.cnsabcoude@vechtstreekenvenen.nl,,0294-288211,,,,,,,,,,,,,,,,,,,
3395,,103A616,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info.schepershoek@vechtstreekenvenen.nl,,0346-261627,,,,,,,,,,,,,,,,,,,
3396,,103A617,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info.podiumloenen@vechtstreekenvenen.nl,,0294-231298,,,,,,,,,,,,,,,,,,,
3397,,103A618,,,2023-03-31T00:00:00,,ALGEMEEN,0,,,info.deverbinding@vechtstreekenvenen.nl,,0294-251782,,,,,,,,,,,,,,,,,,,
3398,,103A619,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info.ichthusbaambrugge@vechtstreekenvenen.nl,,0294-295031,,,,,,,,,,,,,,,,,,,
3399,,103A620,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info.debijenschans@vechtstreekenvenen.nl,,0346-261349,,,,,,,,,,,,,,,,,,,
3400,,103A621,,,2022-03-21T00:00:00,,ALGEMEEN,0,,,info.kidscollegewilnis@vechtstreekenvenen.nl,,0297-283295,,Veenweg,118,A,3648HC,Wilnis,,,,,,,,,,,,,
3401,,103A622,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info.klaroenmaarssen@vechtstreekenvenen.nl,,0346-561862,,,,,,,,,,,,,,,,,,,
3402,,103A623,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info.klaroentienhoven@vechtstreekenvenen.nl,,0346-281898,,,,,,,,,,,,,,,,,,,
3403,,103A624,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info.dezilvermaanfazantenkamp@vechtstreekenvenen.nl,,0346-560574,,,,,,,,,,,,,,,,,,,
3404,,103A625,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info.dezilvermaanbloemstede@vechtstreekenvenen.nl,,0346-564871,,,,,,,,,,,,,,,,,,,
3405,,103A626,,,2025-11-06T00:00:00,,ALGEMEEN,0,,,directie.jcvanderwal@vechtstreekenvenen.nl,,0346-572935,,,,,,,,,,,,,,,,,,,
3406,,103A627,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info.fonteinmijdrecht@vechtstreekenvenen.nl,,0297-257459,,,,,,,,,,,,,,,,,,,
3407,,103A628,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,directie.kompasbuitenweg@vechtstreekenvenen.nl,,0346-550159,,,,,,,,,,,,,,,,,,,
3408,,103A629,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info.kompaswestbroek@vechtstreekenvenen.nl,,0346-281475,,,,,,,,,,,,,,,,,,,
3409,,103A630,,,2022-01-18T00:00:00,,ALGEMEEN,0,,,info.hermkes@innovo.nl,,043 455 9044,https://hermkes.nl/,Schoolstraat,16,,6285BB,Epen,Schoolstraat,16,,6285BB,Epen,,,,,,,,
3410,,103A631,,,2021-12-20T00:00:00,,ALGEMEEN,0,,,info.broederschool@innovo.nl,,045 571 6141,https://broederschool.nl,Kerkraderweg,7,,6416CC,Heerlen,Kerkraderweg,7,,6416CC,Heerlen,,,,,,,,
3411,,103A632,,,2022-01-18T00:00:00,,ALGEMEEN,0,,,info.bolster@innovo.nl,,045 5650101,https://www.bs-bolster.nl/,Keelkampstraat,66,,6361XG,Nuth,Keelkampstraat,66,,6361XG,Nuth,,,,,,,,
3412,,103A633,,,2022-01-18T00:00:00,,ALGEMEEN,0,,,directie.horizon@innovo.nl,,045 572 0872,https://www.bs-dehorizon.nl/,Grasbroekerweg,124,,6412BH,Heerlen,Grasbroekerweg,124,,6412BH,Heerlen,,,,,,,,
3413,,103A634,,,2022-02-24T00:00:00,,ALGEMEEN,0,,,directie.kleinewereld@innovo.nl,,043 306 1007,https://bs-dekleinewereld.nl/,Adelbertstraat,1,a,6291HS,Vaals,Adelbertstraat,1,a,6291HS,Vaals,,,,,,,,
3414,,103A635,,,2022-01-18T00:00:00,,ALGEMEEN,0,,,info.lindegaerd@innovo.nl,,043 364 2915,https://www.bslindegaerd.nl/,Pastoor Geelenplein,2,,6231BP,Meerssen,Pastoor Geelenplein,2,,6231BP,Meerssen,,,,,,,,
3415,,103A636,,,2022-01-18T00:00:00,,ALGEMEEN,0,,,info.schakel@innovo.nl,,045 521 2250,https://bsdeschakel.nl/,Zes Landenstraat,1,,6414GG,Heerlen,Zes Landenstraat,1,,6414GG,Heerlen,,,,,,,,
